scene_id,sequence,corruption_probability,scene_seed,observed_cells,changed_cells,changed_fraction
00001_001949,00001,0.0,6972637180062857545,2520,0,0.0
00001_001949,00001,0.1,6972637180062857545,2520,252,0.1
00001_001949,00001,0.2,6972637180062857545,2520,504,0.2
00001_001949,00001,0.3,6972637180062857545,2520,756,0.3
00001_002091,00001,0.0,14147238180172539473,2627,0,0.0
00001_002091,00001,0.1,14147238180172539473,2627,263,0.100114198705748
00001_002091,00001,0.2,14147238180172539473,2627,525,0.19984773505900266
00001_002091,00001,0.3,14147238180172539473,2627,788,0.29996193376475067
00001_002103,00001,0.0,15137124973285877375,2569,0,0.0
00001_002103,00001,0.1,15137124973285877375,2569,257,0.10003892565200467
00001_002103,00001,0.2,15137124973285877375,2569,514,0.20007785130400935
00001_002103,00001,0.3,15137124973285877375,2569,771,0.300116776956014
00001_002136,00001,0.0,9269403058634200852,2055,0,0.0
00001_002136,00001,0.1,9269403058634200852,2055,206,0.10024330900243308
00001_002136,00001,0.2,9269403058634200852,2055,411,0.2
00001_002136,00001,0.3,9269403058634200852,2055,616,0.2997566909975669
00001_002150,00001,0.0,4270034351707973745,2031,0,0.0
00001_002150,00001,0.1,4270034351707973745,2031,203,0.0999507631708518
00001_002150,00001,0.2,4270034351707973745,2031,406,0.1999015263417036
00001_002150,00001,0.3,4270034351707973745,2031,609,0.2998522895125554
00001_002154,00001,0.0,16488250445169420432,1964,0,0.0
00001_002154,00001,0.1,16488250445169420432,1964,196,0.09979633401221996
00001_002154,00001,0.2,16488250445169420432,1964,393,0.20010183299389003
00001_002154,00001,0.3,16488250445169420432,1964,589,0.29989816700611
00001_002157,00001,0.0,14884724642978937985,1844,0,0.0
00001_002157,00001,0.1,14884724642978937985,1844,184,0.09978308026030369
00001_002157,00001,0.2,14884724642978937985,1844,369,0.20010845986984815
00001_002157,00001,0.3,14884724642978937985,1844,553,0.29989154013015185
00001_002198,00001,0.0,9946965537010756813,1851,0,0.0
00001_002198,00001,0.1,9946965537010756813,1851,185,0.09994597514856834
00001_002198,00001,0.2,9946965537010756813,1851,370,0.1998919502971367
00001_002198,00001,0.3,9946965537010756813,1851,555,0.29983792544570503
00001_002210,00001,0.0,7921885896594881797,1791,0,0.0
00001_002210,00001,0.1,7921885896594881797,1791,179,0.09994416527079844
00001_002210,00001,0.2,7921885896594881797,1791,358,0.19988833054159688
00001_002210,00001,0.3,7921885896594881797,1791,537,0.2998324958123953
00001_002227,00001,0.0,14051783264027732802,1760,0,0.0
00001_002227,00001,0.1,14051783264027732802,1760,176,0.1
00001_002227,00001,0.2,14051783264027732802,1760,352,0.2
00001_002227,00001,0.3,14051783264027732802,1760,528,0.3
00001_002246,00001,0.0,16746433861476540248,1749,0,0.0
00001_002246,00001,0.1,16746433861476540248,1749,175,0.10005717552887364
00001_002246,00001,0.2,16746433861476540248,1749,350,0.20011435105774728
00001_002246,00001,0.3,16746433861476540248,1749,525,0.30017152658662094
00001_002260,00001,0.0,9548382239825760500,1749,0,0.0
00001_002260,00001,0.1,9548382239825760500,1749,175,0.10005717552887364
00001_002260,00001,0.2,9548382239825760500,1749,350,0.20011435105774728
00001_002260,00001,0.3,9548382239825760500,1749,525,0.30017152658662094
00001_002317,00001,0.0,12491836277619814650,1630,0,0.0
00001_002317,00001,0.1,12491836277619814650,1630,163,0.1
00001_002317,00001,0.2,12491836277619814650,1630,326,0.2
00001_002317,00001,0.3,12491836277619814650,1630,489,0.3
00002_000120,00002,0.0,8656712038752502709,2726,0,0.0
00002_000120,00002,0.1,8656712038752502709,2726,273,0.10014673514306677
00002_000120,00002,0.2,8656712038752502709,2726,545,0.19992663242846662
00002_000120,00002,0.3,8656712038752502709,2726,818,0.30007336757153336
00002_000128,00002,0.0,9478305651737353567,2563,0,0.0
00002_000128,00002,0.1,9478305651737353567,2563,256,0.0998829496683574
00002_000128,00002,0.2,9478305651737353567,2563,513,0.2001560671088568
00002_000128,00002,0.3,9478305651737353567,2563,769,0.30003901677721423
00002_000254,00002,0.0,8164657298298442109,2321,0,0.0
00002_000254,00002,0.1,8164657298298442109,2321,232,0.0999569151227919
00002_000254,00002,0.2,8164657298298442109,2321,464,0.1999138302455838
00002_000254,00002,0.3,8164657298298442109,2321,696,0.2998707453683757
00002_000406,00002,0.0,10624407416172996770,2404,0,0.0
00002_000406,00002,0.1,10624407416172996770,2404,240,0.09983361064891846
00002_000406,00002,0.2,10624407416172996770,2404,481,0.20008319467554075
00002_000406,00002,0.3,10624407416172996770,2404,721,0.29991680532445925
00002_000411,00002,0.0,10921894658710402423,2435,0,0.0
00002_000411,00002,0.1,10921894658710402423,2435,244,0.10020533880903491
00002_000411,00002,0.2,10921894658710402423,2435,487,0.2
00002_000411,00002,0.3,10921894658710402423,2435,730,0.2997946611909651
00002_000432,00002,0.0,14524816532057902593,2584,0,0.0
00002_000432,00002,0.1,14524816532057902593,2584,258,0.0998452012383901
00002_000432,00002,0.2,14524816532057902593,2584,517,0.20007739938080496
00002_000432,00002,0.3,14524816532057902593,2584,775,0.29992260061919507
00002_000449,00002,0.0,14478665014655182646,2530,0,0.0
00002_000449,00002,0.1,14478665014655182646,2530,253,0.1
00002_000449,00002,0.2,14478665014655182646,2530,506,0.2
00002_000449,00002,0.3,14478665014655182646,2530,759,0.3
00002_000561,00002,0.0,17272112139809808815,2784,0,0.0
00002_000561,00002,0.1,17272112139809808815,2784,278,0.09985632183908046
00002_000561,00002,0.2,17272112139809808815,2784,557,0.20007183908045978
00002_000561,00002,0.3,17272112139809808815,2784,835,0.2999281609195402
00002_000596,00002,0.0,3743358088947343788,2771,0,0.0
00002_000596,00002,0.1,3743358088947343788,2771,277,0.09996391194514616
00002_000596,00002,0.2,3743358088947343788,2771,554,0.19992782389029232
00002_000596,00002,0.3,3743358088947343788,2771,831,0.2998917358354385
00002_000656,00002,0.0,10407084196531794158,2811,0,0.0
00002_000656,00002,0.1,10407084196531794158,2811,281,0.0999644254713625
00002_000656,00002,0.2,10407084196531794158,2811,562,0.199928850942725
00002_000656,00002,0.3,10407084196531794158,2811,843,0.29989327641408753
00002_000681,00002,0.0,4752024889007298726,2839,0,0.0
00002_000681,00002,0.1,4752024889007298726,2839,284,0.10003522367030644
00002_000681,00002,0.2,4752024889007298726,2839,568,0.20007044734061288
00002_000681,00002,0.3,4752024889007298726,2839,852,0.30010567101091934
00002_000688,00002,0.0,17298550363910661277,2913,0,0.0
00002_000688,00002,0.1,17298550363910661277,2913,291,0.09989701338825953
00002_000688,00002,0.2,17298550363910661277,2913,583,0.20013731548232064
00002_000688,00002,0.3,17298550363910661277,2913,874,0.3000343288705802
00002_000701,00002,0.0,7055410853621868905,2897,0,0.0
00002_000701,00002,0.1,7055410853621868905,2897,290,0.10010355540214015
00002_000701,00002,0.2,7055410853621868905,2897,579,0.19986192613047982
00002_000701,00002,0.3,7055410853621868905,2897,869,0.2999654815326199
00002_000946,00002,0.0,371122427305047135,3001,0,0.0
00002_000946,00002,0.1,371122427305047135,3001,300,0.09996667777407531
00002_000946,00002,0.2,371122427305047135,3001,600,0.19993335554815062
00002_000946,00002,0.3,371122427305047135,3001,900,0.2999000333222259
00002_001072,00002,0.0,231823440447066773,2649,0,0.0
00002_001072,00002,0.1,231823440447066773,2649,265,0.10003775009437524
00002_001072,00002,0.2,231823440447066773,2649,530,0.20007550018875048
00002_001072,00002,0.3,231823440447066773,2649,795,0.3001132502831257
00002_001112,00002,0.0,17656318304842987217,2826,0,0.0
00002_001112,00002,0.1,17656318304842987217,2826,283,0.10014154281670205
00002_001112,00002,0.2,17656318304842987217,2826,565,0.19992922859164897
00002_001112,00002,0.3,17656318304842987217,2826,848,0.30007077140835103
00002_001147,00002,0.0,13892442083223571278,2828,0,0.0
00002_001147,00002,0.1,13892442083223571278,2828,283,0.10007072135785007
00002_001147,00002,0.2,13892442083223571278,2828,566,0.20014144271570014
00002_001147,00002,0.3,13892442083223571278,2828,848,0.29985855728429983
00002_001172,00002,0.0,6232859325915661814,2651,0,0.0
00002_001172,00002,0.1,6232859325915661814,2651,265,0.0999622783855149
00002_001172,00002,0.2,6232859325915661814,2651,530,0.1999245567710298
00002_001172,00002,0.3,6232859325915661814,2651,795,0.2998868351565447
00002_001217,00002,0.0,7416811095365932951,2740,0,0.0
00002_001217,00002,0.1,7416811095365932951,2740,274,0.1
00002_001217,00002,0.2,7416811095365932951,2740,548,0.2
00002_001217,00002,0.3,7416811095365932951,2740,822,0.3
00002_001221,00002,0.0,841114274968847015,2720,0,0.0
00002_001221,00002,0.1,841114274968847015,2720,272,0.1
00002_001221,00002,0.2,841114274968847015,2720,544,0.2
00002_001221,00002,0.3,841114274968847015,2720,816,0.3
00002_001347,00002,0.0,9838181295719670516,2143,0,0.0
00002_001347,00002,0.1,9838181295719670516,2143,214,0.09986000933271115
00002_001347,00002,0.2,9838181295719670516,2143,429,0.2001866542230518
00002_001347,00002,0.3,9838181295719670516,2143,643,0.3000466635557629
00002_001420,00002,0.0,9401496358721345018,2330,0,0.0
00002_001420,00002,0.1,9401496358721345018,2330,233,0.1
00002_001420,00002,0.2,9401496358721345018,2330,466,0.2
00002_001420,00002,0.3,9401496358721345018,2330,699,0.3
00002_001525,00002,0.0,8398207759526815224,1408,0,0.0
00002_001525,00002,0.1,8398207759526815224,1408,141,0.10014204545454546
00002_001525,00002,0.2,8398207759526815224,1408,282,0.2002840909090909
00002_001525,00002,0.3,8398207759526815224,1408,422,0.2997159090909091
00002_001566,00002,0.0,3682374020650147704,1095,0,0.0
00002_001566,00002,0.1,3682374020650147704,1095,110,0.1004566210045662
00002_001566,00002,0.2,3682374020650147704,1095,219,0.2
00002_001566,00002,0.3,3682374020650147704,1095,328,0.29954337899543376
00002_001596,00002,0.0,5975455260152320213,1008,0,0.0
00002_001596,00002,0.1,5975455260152320213,1008,101,0.1001984126984127
00002_001596,00002,0.2,5975455260152320213,1008,202,0.2003968253968254
00002_001596,00002,0.3,5975455260152320213,1008,302,0.2996031746031746
00002_001632,00002,0.0,14769491717603698422,953,0,0.0
00002_001632,00002,0.1,14769491717603698422,953,95,0.09968520461699895
00002_001632,00002,0.2,14769491717603698422,953,191,0.20041972717733472
00002_001632,00002,0.3,14769491717603698422,953,286,0.3001049317943337
00002_001635,00002,0.0,3149125360227915371,932,0,0.0
00002_001635,00002,0.1,3149125360227915371,932,93,0.09978540772532189
00002_001635,00002,0.2,3149125360227915371,932,186,0.19957081545064378
00002_001635,00002,0.3,3149125360227915371,932,280,0.30042918454935624
00002_001650,00002,0.0,13959293354209419503,984,0,0.0
00002_001650,00002,0.1,13959293354209419503,984,98,0.09959349593495935
00002_001650,00002,0.2,13959293354209419503,984,197,0.20020325203252032
00002_001650,00002,0.3,13959293354209419503,984,295,0.2997967479674797
00002_001789,00002,0.0,11431780126122256654,553,0,0.0
00002_001789,00002,0.1,11431780126122256654,553,55,0.09945750452079566
00002_001789,00002,0.2,11431780126122256654,553,111,0.2007233273056058
00002_001789,00002,0.3,11431780126122256654,553,166,0.30018083182640143
00002_001869,00002,0.0,5400780079547843271,601,0,0.0
00002_001869,00002,0.1,5400780079547843271,601,60,0.09983361064891846
00002_001869,00002,0.2,5400780079547843271,601,120,0.19966722129783693
00002_001869,00002,0.3,5400780079547843271,601,180,0.2995008319467554
00002_001885,00002,0.0,11489278638858487143,637,0,0.0
00002_001885,00002,0.1,11489278638858487143,637,64,0.10047095761381476
00002_001885,00002,0.2,11489278638858487143,637,127,0.19937205651491366
00002_001885,00002,0.3,11489278638858487143,637,191,0.29984301412872844
00002_002019,00002,0.0,6345833750400623539,757,0,0.0
00002_002019,00002,0.1,6345833750400623539,757,76,0.10039630118890357
00002_002019,00002,0.2,6345833750400623539,757,151,0.19947159841479525
00002_002019,00002,0.3,6345833750400623539,757,227,0.2998678996036988
00002_002155,00002,0.0,5364163574435006769,717,0,0.0
00002_002155,00002,0.1,5364163574435006769,717,72,0.100418410041841
00002_002155,00002,0.2,5364163574435006769,717,143,0.199442119944212
00002_002155,00002,0.3,5364163574435006769,717,215,0.299860529986053
00002_002202,00002,0.0,144759200866357072,813,0,0.0
00002_002202,00002,0.1,144759200866357072,813,81,0.0996309963099631
00002_002202,00002,0.2,144759200866357072,813,163,0.2004920049200492
00002_002202,00002,0.3,144759200866357072,813,244,0.3001230012300123
00002_002322,00002,0.0,17782754086282704875,850,0,0.0
00002_002322,00002,0.1,17782754086282704875,850,85,0.1
00002_002322,00002,0.2,17782754086282704875,850,170,0.2
00002_002322,00002,0.3,17782754086282704875,850,255,0.3
00002_002427,00002,0.0,8191564276281256587,802,0,0.0
00002_002427,00002,0.1,8191564276281256587,802,80,0.09975062344139651
00002_002427,00002,0.2,8191564276281256587,802,160,0.19950124688279303
00002_002427,00002,0.3,8191564276281256587,802,241,0.300498753117207
00002_002576,00002,0.0,8043391192130832651,657,0,0.0
00002_002576,00002,0.1,8043391192130832651,657,66,0.1004566210045662
00002_002576,00002,0.2,8043391192130832651,657,131,0.1993911719939117
00002_002576,00002,0.3,8043391192130832651,657,197,0.2998477929984779
00002_002761,00002,0.0,10815242623917540416,558,0,0.0
00002_002761,00002,0.1,10815242623917540416,558,56,0.1003584229390681
00002_002761,00002,0.2,10815242623917540416,558,112,0.2007168458781362
00002_002761,00002,0.3,10815242623917540416,558,167,0.2992831541218638
00002_002866,00002,0.0,7646153814202947073,862,0,0.0
00002_002866,00002,0.1,7646153814202947073,862,86,0.09976798143851508
00002_002866,00002,0.2,7646153814202947073,862,172,0.19953596287703015
00002_002866,00002,0.3,7646153814202947073,862,259,0.3004640371229698
00002_002939,00002,0.0,4777847958369165654,1153,0,0.0
00002_002939,00002,0.1,4777847958369165654,1153,115,0.0997398091934085
00002_002939,00002,0.2,4777847958369165654,1153,231,0.20034692107545535
00002_002939,00002,0.3,4777847958369165654,1153,346,0.30008673026886384
00002_003033,00002,0.0,5420689484927203401,2163,0,0.0
00002_003033,00002,0.1,5420689484927203401,2163,216,0.09986130374479889
00002_003033,00002,0.2,5420689484927203401,2163,433,0.20018492834026816
00002_003033,00002,0.3,5420689484927203401,2163,649,0.30004623208506703
00002_003129,00002,0.0,10693562783054493277,2350,0,0.0
00002_003129,00002,0.1,10693562783054493277,2350,235,0.1
00002_003129,00002,0.2,10693562783054493277,2350,470,0.2
00002_003129,00002,0.3,10693562783054493277,2350,705,0.3
00002_003163,00002,0.0,17898784679005602270,2030,0,0.0
00002_003163,00002,0.1,17898784679005602270,2030,203,0.1
00002_003163,00002,0.2,17898784679005602270,2030,406,0.2
00002_003163,00002,0.3,17898784679005602270,2030,609,0.3
00002_003194,00002,0.0,950696769548316192,2007,0,0.0
00002_003194,00002,0.1,950696769548316192,2007,201,0.10014947683109118
00002_003194,00002,0.2,950696769548316192,2007,401,0.1998006975585451
00002_003194,00002,0.3,950696769548316192,2007,602,0.2999501743896363
00002_003209,00002,0.0,16103328049101459442,2016,0,0.0
00002_003209,00002,0.1,16103328049101459442,2016,202,0.1001984126984127
00002_003209,00002,0.2,16103328049101459442,2016,403,0.19990079365079366
00002_003209,00002,0.3,16103328049101459442,2016,605,0.30009920634920634
00002_003300,00002,0.0,4827161871656637087,2195,0,0.0
00002_003300,00002,0.1,4827161871656637087,2195,220,0.10022779043280182
00002_003300,00002,0.2,4827161871656637087,2195,439,0.2
00002_003300,00002,0.3,4827161871656637087,2195,658,0.2997722095671982
00002_003357,00002,0.0,16446135756945373486,2274,0,0.0
00002_003357,00002,0.1,16446135756945373486,2274,227,0.0998240985048373
00002_003357,00002,0.2,16446135756945373486,2274,455,0.20008795074758134
00002_003357,00002,0.3,16446135756945373486,2274,682,0.29991204925241866
00002_003442,00002,0.0,13386773860698156776,2286,0,0.0
00002_003442,00002,0.1,13386773860698156776,2286,229,0.10017497812773403
00002_003442,00002,0.2,13386773860698156776,2286,457,0.199912510936133
00002_003442,00002,0.3,13386773860698156776,2286,686,0.300087489063867
00002_003484,00002,0.0,8140571948612156944,2354,0,0.0
00002_003484,00002,0.1,8140571948612156944,2354,235,0.09983007646559049
00002_003484,00002,0.2,8140571948612156944,2354,471,0.20008496176720475
00002_003484,00002,0.3,8140571948612156944,2354,706,0.29991503823279525
00002_003517,00002,0.0,7822440682187361427,2459,0,0.0
00002_003517,00002,0.1,7822440682187361427,2459,246,0.10004066693777959
00002_003517,00002,0.2,7822440682187361427,2459,492,0.20008133387555918
00002_003517,00002,0.3,7822440682187361427,2459,738,0.30012200081333873
00002_003536,00002,0.0,9884352792443248670,2362,0,0.0
00002_003536,00002,0.1,9884352792443248670,2362,236,0.09991532599491956
00002_003536,00002,0.2,9884352792443248670,2362,472,0.19983065198983913
00002_003536,00002,0.3,9884352792443248670,2362,709,0.3001693480101609
00002_003597,00002,0.0,12644122148295972305,2521,0,0.0
00002_003597,00002,0.1,12644122148295972305,2521,252,0.09996033320111067
00002_003597,00002,0.2,12644122148295972305,2521,504,0.19992066640222134
00002_003597,00002,0.3,12644122148295972305,2521,756,0.29988099960333203
00002_003662,00002,0.0,16223617095097032187,2676,0,0.0
00002_003662,00002,0.1,16223617095097032187,2676,268,0.10014947683109118
00002_003662,00002,0.2,16223617095097032187,2676,535,0.19992526158445442
00002_003662,00002,0.3,16223617095097032187,2676,803,0.3000747384155456
00002_003708,00002,0.0,13879013986676496070,2762,0,0.0
00002_003708,00002,0.1,13879013986676496070,2762,276,0.0999275887038378
00002_003708,00002,0.2,13879013986676496070,2762,552,0.1998551774076756
00002_003708,00002,0.3,13879013986676496070,2762,829,0.3001448225923244
00002_003739,00002,0.0,9054007805642367754,2748,0,0.0
00002_003739,00002,0.1,9054007805642367754,2748,275,0.10007278020378457
00002_003739,00002,0.2,9054007805642367754,2748,550,0.20014556040756915
00002_003739,00002,0.3,9054007805642367754,2748,824,0.29985443959243085
00002_003765,00002,0.0,13090308487450061031,2553,0,0.0
00002_003765,00002,0.1,13090308487450061031,2553,255,0.099882491186839
00002_003765,00002,0.2,13090308487450061031,2553,511,0.20015667841754797
00002_003765,00002,0.3,13090308487450061031,2553,766,0.300039169604387
00002_003824,00002,0.0,11617499959643266545,2859,0,0.0
00002_003824,00002,0.1,11617499959643266545,2859,286,0.10003497726477789
00002_003824,00002,0.2,11617499959643266545,2859,572,0.20006995452955578
00002_003824,00002,0.3,11617499959643266545,2859,858,0.3001049317943337
00002_003864,00002,0.0,18434165626155528984,2701,0,0.0
00002_003864,00002,0.1,18434165626155528984,2701,270,0.09996297667530545
00002_003864,00002,0.2,18434165626155528984,2701,540,0.1999259533506109
00002_003864,00002,0.3,18434165626155528984,2701,810,0.2998889300259163
00002_004005,00002,0.0,15139659977791979507,2520,0,0.0
00002_004005,00002,0.1,15139659977791979507,2520,252,0.1
00002_004005,00002,0.2,15139659977791979507,2520,504,0.2
00002_004005,00002,0.3,15139659977791979507,2520,756,0.3
00002_004040,00002,0.0,16169467157597744484,2192,0,0.0
00002_004040,00002,0.1,16169467157597744484,2192,219,0.09990875912408759
00002_004040,00002,0.2,16169467157597744484,2192,438,0.19981751824817517
00002_004040,00002,0.3,16169467157597744484,2192,658,0.3001824817518248
00002_004058,00002,0.0,8139166634838272836,2171,0,0.0
00002_004058,00002,0.1,8139166634838272836,2171,217,0.09995393827729157
00002_004058,00002,0.2,8139166634838272836,2171,434,0.19990787655458314
00002_004058,00002,0.3,8139166634838272836,2171,651,0.2998618148318747
00003_000057,00003,0.0,5788272834589781495,1862,0,0.0
00003_000057,00003,0.1,5788272834589781495,1862,186,0.09989258861439312
00003_000057,00003,0.2,5788272834589781495,1862,372,0.19978517722878625
00003_000057,00003,0.3,5788272834589781495,1862,559,0.30021482277121375
00003_000076,00003,0.0,15508911484116653611,2005,0,0.0
00003_000076,00003,0.1,15508911484116653611,2005,200,0.09975062344139651
00003_000076,00003,0.2,15508911484116653611,2005,401,0.2
00003_000076,00003,0.3,15508911484116653611,2005,602,0.3002493765586035
00003_000099,00003,0.0,14188359402110877554,2049,0,0.0
00003_000099,00003,0.1,14188359402110877554,2049,205,0.10004880429477794
00003_000099,00003,0.2,14188359402110877554,2049,410,0.2000976085895559
00003_000099,00003,0.3,14188359402110877554,2049,615,0.3001464128843338
00003_000108,00003,0.0,2107260711790570050,2116,0,0.0
00003_000108,00003,0.1,2107260711790570050,2116,212,0.1001890359168242
00003_000108,00003,0.2,2107260711790570050,2116,423,0.1999054820415879
00003_000108,00003,0.3,2107260711790570050,2116,635,0.3000945179584121
00003_000225,00003,0.0,9413772862127417501,2629,0,0.0
00003_000225,00003,0.1,9413772862127417501,2629,263,0.100038037276531
00003_000225,00003,0.2,9413772862127417501,2629,526,0.200076074553062
00003_000225,00003,0.3,9413772862127417501,2629,789,0.300114111829593
00003_000263,00003,0.0,7661554594570825195,2730,0,0.0
00003_000263,00003,0.1,7661554594570825195,2730,273,0.1
00003_000263,00003,0.2,7661554594570825195,2730,546,0.2
00003_000263,00003,0.3,7661554594570825195,2730,819,0.3
00003_000272,00003,0.0,12324365429851972691,2655,0,0.0
00003_000272,00003,0.1,12324365429851972691,2655,266,0.10018832391713747
00003_000272,00003,0.2,12324365429851972691,2655,531,0.2
00003_000272,00003,0.3,12324365429851972691,2655,796,0.2998116760828625
00003_000279,00003,0.0,2474049473933784177,2541,0,0.0
00003_000279,00003,0.1,2474049473933784177,2541,254,0.09996064541519087
00003_000279,00003,0.2,2474049473933784177,2541,508,0.19992129083038174
00003_000279,00003,0.3,2474049473933784177,2541,762,0.29988193624557263
00003_000307,00003,0.0,7561687088505007665,2574,0,0.0
00003_000307,00003,0.1,7561687088505007665,2574,257,0.09984459984459984
00003_000307,00003,0.2,7561687088505007665,2574,515,0.20007770007770007
00003_000307,00003,0.3,7561687088505007665,2574,772,0.2999222999222999
00003_000316,00003,0.0,3300108917976239327,2659,0,0.0
00003_000316,00003,0.1,3300108917976239327,2659,266,0.10003760812335465
00003_000316,00003,0.2,3300108917976239327,2659,532,0.2000752162467093
00003_000316,00003,0.3,3300108917976239327,2659,798,0.3001128243700639
00003_000335,00003,0.0,934794256642471248,2679,0,0.0
00003_000335,00003,0.1,934794256642471248,2679,268,0.10003732736095558
00003_000335,00003,0.2,934794256642471248,2679,536,0.20007465472191116
00003_000335,00003,0.3,934794256642471248,2679,804,0.30011198208286677
00003_000357,00003,0.0,13621214862405453870,2535,0,0.0
00003_000357,00003,0.1,13621214862405453870,2535,254,0.10019723865877712
00003_000357,00003,0.2,13621214862405453870,2535,507,0.2
00003_000357,00003,0.3,13621214862405453870,2535,760,0.29980276134122286
00003_000373,00003,0.0,2513602882285140504,2503,0,0.0
00003_000373,00003,0.1,2513602882285140504,2503,250,0.0998801438274071
00003_000373,00003,0.2,2513602882285140504,2503,501,0.20015980823012386
00003_000373,00003,0.3,2513602882285140504,2503,751,0.300039952057531
00003_000381,00003,0.0,16227117904101296797,2427,0,0.0
00003_000381,00003,0.1,16227117904101296797,2427,243,0.10012360939431397
00003_000381,00003,0.2,16227117904101296797,2427,485,0.19983518747424805
00003_000381,00003,0.3,16227117904101296797,2427,728,0.299958796868562
00003_000383,00003,0.0,2571305471379714175,2421,0,0.0
00003_000383,00003,0.1,2571305471379714175,2421,242,0.09995869475423379
00003_000383,00003,0.2,2571305471379714175,2421,484,0.19991738950846757
00003_000383,00003,0.3,2571305471379714175,2421,726,0.29987608426270135
00003_000455,00003,0.0,2999695486571564077,2352,0,0.0
00003_000455,00003,0.1,2999695486571564077,2352,235,0.09991496598639456
00003_000455,00003,0.2,2999695486571564077,2352,470,0.19982993197278912
00003_000455,00003,0.3,2999695486571564077,2352,706,0.30017006802721086
00003_000611,00003,0.0,18299518391431479126,2073,0,0.0
00003_000611,00003,0.1,18299518391431479126,2073,207,0.09985528219971057
00003_000611,00003,0.2,18299518391431479126,2073,415,0.2001929570670526
00003_000611,00003,0.3,18299518391431479126,2073,622,0.30004823926676316
00003_000642,00003,0.0,2336505213704263473,2111,0,0.0
00003_000642,00003,0.1,2336505213704263473,2111,211,0.09995262908574136
00003_000642,00003,0.2,2336505213704263473,2111,422,0.19990525817148272
00003_000642,00003,0.3,2336505213704263473,2111,633,0.29985788725722407
00003_000672,00003,0.0,14750738914551181094,2201,0,0.0
00003_000672,00003,0.1,14750738914551181094,2201,220,0.09995456610631531
00003_000672,00003,0.2,14750738914551181094,2201,440,0.19990913221263062
00003_000672,00003,0.3,14750738914551181094,2201,660,0.29986369831894594
00003_000680,00003,0.0,17470570911354810877,2212,0,0.0
00003_000680,00003,0.1,17470570911354810877,2212,221,0.09990958408679927
00003_000680,00003,0.2,17470570911354810877,2212,442,0.19981916817359854
00003_000680,00003,0.3,17470570911354810877,2212,664,0.30018083182640143
00003_000688,00003,0.0,10300491269892515002,2221,0,0.0
00003_000688,00003,0.1,10300491269892515002,2221,222,0.09995497523638001
00003_000688,00003,0.2,10300491269892515002,2221,444,0.19990995047276003
00003_000688,00003,0.3,10300491269892515002,2221,666,0.29986492570914003
00003_000793,00003,0.0,5793284023900761981,2421,0,0.0
00003_000793,00003,0.1,5793284023900761981,2421,242,0.09995869475423379
00003_000793,00003,0.2,5793284023900761981,2421,484,0.19991738950846757
00003_000793,00003,0.3,5793284023900761981,2421,726,0.29987608426270135
00003_000817,00003,0.0,17215168596421041930,2216,0,0.0
00003_000817,00003,0.1,17215168596421041930,2216,222,0.10018050541516245
00003_000817,00003,0.2,17215168596421041930,2216,443,0.19990974729241878
00003_000817,00003,0.3,17215168596421041930,2216,665,0.3000902527075812
00003_000831,00003,0.0,135001584564848481,2161,0,0.0
00003_000831,00003,0.1,135001584564848481,2161,216,0.0999537251272559
00003_000831,00003,0.2,135001584564848481,2161,432,0.1999074502545118
00003_000831,00003,0.3,135001584564848481,2161,648,0.2998611753817677
00003_000862,00003,0.0,1205170034373303768,2339,0,0.0
00003_000862,00003,0.1,1205170034373303768,2339,234,0.10004275331338179
00003_000862,00003,0.2,1205170034373303768,2339,468,0.20008550662676358
00003_000862,00003,0.3,1205170034373303768,2339,702,0.30012825994014536
00003_000938,00003,0.0,12820144957079722058,2669,0,0.0
00003_000938,00003,0.1,12820144957079722058,2669,267,0.10003746721618584
00003_000938,00003,0.2,12820144957079722058,2669,534,0.20007493443237168
00003_000938,00003,0.3,12820144957079722058,2669,801,0.3001124016485575
00003_000952,00003,0.0,14121956990281486440,2705,0,0.0
00003_000952,00003,0.1,14121956990281486440,2705,270,0.09981515711645102
00003_000952,00003,0.2,14121956990281486440,2705,541,0.2
00003_000952,00003,0.3,14121956990281486440,2705,812,0.30018484288354896
00003_000958,00003,0.0,15865265511795810248,2688,0,0.0
00003_000958,00003,0.1,15865265511795810248,2688,269,0.10007440476190477
00003_000958,00003,0.2,15865265511795810248,2688,538,0.20014880952380953
00003_000958,00003,0.3,15865265511795810248,2688,806,0.29985119047619047
00003_001027,00003,0.0,622544567020821292,2478,0,0.0
00003_001027,00003,0.1,622544567020821292,2478,248,0.10008071025020178
00003_001027,00003,0.2,622544567020821292,2478,496,0.20016142050040356
00003_001027,00003,0.3,622544567020821292,2478,743,0.29983857949959647
00003_001033,00003,0.0,7599399365200297426,2462,0,0.0
00003_001033,00003,0.1,7599399365200297426,2462,246,0.09991876523151909
00003_001033,00003,0.2,7599399365200297426,2462,492,0.19983753046303818
00003_001033,00003,0.3,7599399365200297426,2462,739,0.3001624695369618
00003_001034,00003,0.0,960931866515975803,2505,0,0.0
00003_001034,00003,0.1,960931866515975803,2505,250,0.0998003992015968
00003_001034,00003,0.2,960931866515975803,2505,501,0.2
00003_001034,00003,0.3,960931866515975803,2505,752,0.3001996007984032
00003_001038,00003,0.0,8445748972790346177,2487,0,0.0
00003_001038,00003,0.1,8445748972790346177,2487,249,0.10012062726176116
00003_001038,00003,0.2,8445748972790346177,2487,497,0.1998391636509851
