axis_rc,barrier_half_len_cells,barrier_half_width_cells,center_rc,detour_rc,duration,episode_id,event_step,event_type,goal_rc,hard_radius_cells,low_risk_value,open_delay,radius_cells,regime,risk_value,scene_id
"[0.0, 1.0]",9.0,2.0,"[48.0, 40.0]","[36.0, 40.0]",80,47,26,mud_onset,"[26.0, 82.0]",4.0,0.18,10,8.0,R2,0.95,00000_001214
"[0.0, 1.0]",9.0,2.0,"[48.0, 40.0]","[36.0, 40.0]",80,47,26,corridor_closes,"[26.0, 82.0]",4.0,0.18,10,8.0,R2,0.95,00000_001214
"[0.0, 1.0]",9.0,2.0,"[48.0, 40.0]","[36.0, 40.0]",80,47,26,corridor_opens,"[26.0, 82.0]",4.0,0.18,10,8.0,R2,0.95,00000_001214
"[0.0, 1.0]",9.0,2.0,"[54.0, 45.0]","[56.0, 67.0]",80,48,28,mud_onset,"[50.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[54.0, 45.0]","[56.0, 67.0]",80,48,28,corridor_closes,"[50.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[54.0, 45.0]","[56.0, 67.0]",80,48,28,corridor_opens,"[50.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[54.0, 45.0]","[56.0, 67.0]",80,49,28,mud_onset,"[50.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[54.0, 45.0]","[56.0, 67.0]",80,49,28,corridor_closes,"[50.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[54.0, 45.0]","[56.0, 67.0]",80,49,28,corridor_opens,"[50.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[52.0, 41.0]","[43.51471710205078, 49.48528289794922]",80,50,30,mud_onset,"[34.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[52.0, 41.0]","[43.51471710205078, 49.48528289794922]",80,50,30,corridor_closes,"[34.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[52.0, 41.0]","[43.51471710205078, 49.48528289794922]",80,50,30,corridor_opens,"[34.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[54.0, 43.0]","[37.0, 79.0]",80,51,29,mud_onset,"[26.0, 90.0]",4.0,0.18,10,8.0,R3,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[54.0, 43.0]","[37.0, 79.0]",80,51,29,corridor_closes,"[26.0, 90.0]",4.0,0.18,10,8.0,R3,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[54.0, 43.0]","[37.0, 79.0]",80,51,29,corridor_opens,"[26.0, 90.0]",4.0,0.18,10,8.0,R3,0.95,00000_002215
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[53.0, 38.0]","[44.51471710205078, 29.514719009399414]",80,52,27,mud_onset,"[66.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[53.0, 38.0]","[44.51471710205078, 29.514719009399414]",80,52,27,corridor_closes,"[66.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[53.0, 38.0]","[44.51471710205078, 29.514719009399414]",80,52,27,corridor_opens,"[66.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[52.0, 41.0]","[61.0, 85.0]",80,53,30,mud_onset,"[58.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[52.0, 41.0]","[61.0, 85.0]",80,53,30,corridor_closes,"[58.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[52.0, 41.0]","[61.0, 85.0]",80,53,30,corridor_opens,"[58.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[52.0, 39.0]","[40.0, 39.0]",80,54,26,mud_onset,"[26.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[52.0, 39.0]","[40.0, 39.0]",80,54,26,corridor_closes,"[26.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[52.0, 39.0]","[40.0, 39.0]",80,54,26,corridor_opens,"[26.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[53.0, 37.0]","[41.0, 37.0]",80,55,23,mud_onset,"[34.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[53.0, 37.0]","[41.0, 37.0]",80,55,23,corridor_closes,"[34.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[53.0, 37.0]","[41.0, 37.0]",80,55,23,corridor_opens,"[34.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_002215
"[0.0, 1.0]",9.0,2.0,"[46.0, 45.0]","[31.0, 79.0]",80,56,27,mud_onset,"[42.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_001633
"[0.0, 1.0]",9.0,2.0,"[46.0, 45.0]","[31.0, 79.0]",80,56,27,corridor_closes,"[42.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_001633
"[0.0, 1.0]",9.0,2.0,"[46.0, 45.0]","[31.0, 79.0]",80,56,27,corridor_opens,"[42.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_001633
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 46.0]","[37.51471710205078, 37.51471710205078]",80,57,33,mud_onset,"[58.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 46.0]","[37.51471710205078, 37.51471710205078]",80,57,33,corridor_closes,"[58.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 46.0]","[37.51471710205078, 37.51471710205078]",80,57,33,corridor_opens,"[58.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[0.0, 1.0]",9.0,2.0,"[47.0, 43.0]","[35.0, 43.0]",80,58,24,mud_onset,"[26.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_001633
"[0.0, 1.0]",9.0,2.0,"[47.0, 43.0]","[35.0, 43.0]",80,58,24,corridor_closes,"[26.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_001633
"[0.0, 1.0]",9.0,2.0,"[47.0, 43.0]","[35.0, 43.0]",80,58,24,corridor_opens,"[26.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_001633
"[0.0, 1.0]",9.0,2.0,"[45.0, 47.0]","[54.0, 79.0]",80,59,37,mud_onset,"[66.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[0.0, 1.0]",9.0,2.0,"[45.0, 47.0]","[54.0, 79.0]",80,59,37,corridor_closes,"[66.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[0.0, 1.0]",9.0,2.0,"[45.0, 47.0]","[54.0, 79.0]",80,59,37,corridor_opens,"[66.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[0.0, 1.0]",9.0,2.0,"[46.0, 40.0]","[34.0, 40.0]",80,60,21,mud_onset,"[34.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[0.0, 1.0]",9.0,2.0,"[46.0, 40.0]","[34.0, 40.0]",80,60,21,corridor_closes,"[34.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[0.0, 1.0]",9.0,2.0,"[46.0, 40.0]","[34.0, 40.0]",80,60,21,corridor_opens,"[34.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[47.0, 44.0]","[38.51471710205078, 35.51471710205078]",80,61,38,mud_onset,"[66.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_001633
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[47.0, 44.0]","[38.51471710205078, 35.51471710205078]",80,61,38,corridor_closes,"[66.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_001633
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[47.0, 44.0]","[38.51471710205078, 35.51471710205078]",80,61,38,corridor_opens,"[66.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_001633
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[40.0, 55.0]","[53.0, 79.0]",80,62,36,mud_onset,"[74.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[40.0, 55.0]","[53.0, 79.0]",80,62,36,corridor_closes,"[74.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[40.0, 55.0]","[53.0, 79.0]",80,62,36,corridor_opens,"[74.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 46.0]","[37.51471710205078, 37.51471710205078]",80,63,27,mud_onset,"[34.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 46.0]","[37.51471710205078, 37.51471710205078]",80,63,27,corridor_closes,"[34.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 46.0]","[37.51471710205078, 37.51471710205078]",80,63,27,corridor_opens,"[34.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001633
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[74.0, 19.0]","[56.0, 10.0]",80,64,33,mud_onset,"[74.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_002565
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[74.0, 19.0]","[56.0, 10.0]",80,64,33,corridor_closes,"[74.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_002565
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[74.0, 19.0]","[56.0, 10.0]",80,64,33,corridor_opens,"[74.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_002565
"[0.0, 1.0]",9.0,2.0,"[71.0, 35.0]","[59.0, 73.0]",80,65,33,mud_onset,"[42.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002565
"[0.0, 1.0]",9.0,2.0,"[71.0, 35.0]","[59.0, 73.0]",80,65,33,corridor_closes,"[42.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002565
"[0.0, 1.0]",9.0,2.0,"[71.0, 35.0]","[59.0, 73.0]",80,65,33,corridor_opens,"[42.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002565
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[75.0, 30.0]","[59.0, 73.0]",80,66,36,mud_onset,"[42.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002565
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[75.0, 30.0]","[59.0, 73.0]",80,66,36,corridor_closes,"[42.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002565
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[75.0, 30.0]","[59.0, 73.0]",80,66,36,corridor_opens,"[42.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_002565
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[75.0, 21.0]","[69.0, 55.0]",80,67,43,mud_onset,"[74.0, 90.0]",4.0,0.18,10,8.0,R3,0.95,00000_002565
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[75.0, 21.0]","[69.0, 55.0]",80,67,43,corridor_closes,"[74.0, 90.0]",4.0,0.18,10,8.0,R3,0.95,00000_002565
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[75.0, 21.0]","[69.0, 55.0]",80,67,43,corridor_opens,"[74.0, 90.0]",4.0,0.18,10,8.0,R3,0.95,00000_002565
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[76.0, 34.0]","[64.0, 55.0]",80,68,24,mud_onset,"[58.0, 74.0]",4.0,0.18,10,8.0,R3,0.95,00000_002565
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[76.0, 34.0]","[64.0, 55.0]",80,68,24,corridor_closes,"[58.0, 74.0]",4.0,0.18,10,8.0,R3,0.95,00000_002565
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[76.0, 34.0]","[64.0, 55.0]",80,68,24,corridor_opens,"[58.0, 74.0]",4.0,0.18,10,8.0,R3,0.95,00000_002565
"[0.0, 1.0]",9.0,2.0,"[74.0, 18.0]","[62.0, 18.0]",80,69,40,mud_onset,"[42.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_002565
"[0.0, 1.0]",9.0,2.0,"[74.0, 18.0]","[62.0, 18.0]",80,69,40,corridor_closes,"[42.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_002565
"[0.0, 1.0]",9.0,2.0,"[74.0, 18.0]","[62.0, 18.0]",80,69,40,corridor_opens,"[42.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_002565
"[0.0, 1.0]",9.0,2.0,"[70.0, 45.0]","[66.0, 51.0]",80,70,27,mud_onset,"[34.0, 90.0]",4.0,0.18,10,8.0,R3,0.95,00000_002565
"[0.0, 1.0]",9.0,2.0,"[70.0, 45.0]","[66.0, 51.0]",80,70,27,corridor_closes,"[34.0, 90.0]",4.0,0.18,10,8.0,R3,0.95,00000_002565
"[0.0, 1.0]",9.0,2.0,"[70.0, 45.0]","[66.0, 51.0]",80,70,27,corridor_opens,"[34.0, 90.0]",4.0,0.18,10,8.0,R3,0.95,00000_002565
"[1.0, 0.0]",9.0,2.0,"[69.0, 15.0]","[40.0, 10.0]",80,71,43,mud_onset,"[74.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_002565
"[1.0, 0.0]",9.0,2.0,"[69.0, 15.0]","[40.0, 10.0]",80,71,43,corridor_closes,"[74.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_002565
"[1.0, 0.0]",9.0,2.0,"[69.0, 15.0]","[40.0, 10.0]",80,71,43,corridor_opens,"[74.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_002565
"[0.0, 1.0]",9.0,2.0,"[61.0, 37.0]","[49.0, 37.0]",80,72,27,mud_onset,"[50.0, 82.0]",4.0,0.18,10,8.0,R2,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[61.0, 37.0]","[49.0, 37.0]",80,72,27,corridor_closes,"[50.0, 82.0]",4.0,0.18,10,8.0,R2,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[61.0, 37.0]","[49.0, 37.0]",80,72,27,corridor_opens,"[50.0, 82.0]",4.0,0.18,10,8.0,R2,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[55.0, 50.0]","[59.0, 69.0]",80,73,32,mud_onset,"[26.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[55.0, 50.0]","[59.0, 69.0]",80,73,32,corridor_closes,"[26.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[55.0, 50.0]","[59.0, 69.0]",80,73,32,corridor_opens,"[26.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[55.0, 39.0]","[58.0, 21.0]",80,74,26,mud_onset,"[58.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[55.0, 39.0]","[58.0, 21.0]",80,74,26,corridor_closes,"[58.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[55.0, 39.0]","[58.0, 21.0]",80,74,26,corridor_opens,"[58.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_000882
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 44.0]","[37.51471710205078, 52.48528289794922]",80,75,24,mud_onset,"[50.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_000882
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 44.0]","[37.51471710205078, 52.48528289794922]",80,75,24,corridor_closes,"[50.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_000882
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 44.0]","[37.51471710205078, 52.48528289794922]",80,75,24,corridor_opens,"[50.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[61.0, 42.0]","[66.0, 62.0]",80,76,24,mud_onset,"[66.0, 82.0]",4.0,0.18,10,8.0,R2,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[61.0, 42.0]","[66.0, 62.0]",80,76,24,corridor_closes,"[66.0, 82.0]",4.0,0.18,10,8.0,R2,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[61.0, 42.0]","[66.0, 62.0]",80,76,24,corridor_opens,"[66.0, 82.0]",4.0,0.18,10,8.0,R2,0.95,00000_000882
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[59.0, 43.0]","[50.51471710205078, 34.51471710205078]",80,77,29,mud_onset,"[42.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_000882
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[59.0, 43.0]","[50.51471710205078, 34.51471710205078]",80,77,29,corridor_closes,"[42.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_000882
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[59.0, 43.0]","[50.51471710205078, 34.51471710205078]",80,77,29,corridor_opens,"[42.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_000882
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 44.0]","[58.0, 47.0]",80,78,24,mud_onset,"[58.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_000882
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 44.0]","[58.0, 47.0]",80,78,24,corridor_closes,"[58.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_000882
"[0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 44.0]","[58.0, 47.0]",80,78,24,corridor_opens,"[58.0, 82.0]",4.0,0.18,10,8.0,R3,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[61.0, 40.0]","[49.0, 40.0]",80,79,30,mud_onset,"[42.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[61.0, 40.0]","[49.0, 40.0]",80,79,30,corridor_closes,"[42.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[61.0, 40.0]","[49.0, 40.0]",80,79,30,corridor_opens,"[42.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_000882
"[0.0, 1.0]",9.0,2.0,"[48.0, 40.0]","[36.0, 40.0]",80,80,26,mud_onset,"[58.0, 82.0]",4.0,0.18,10,8.0,R2,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[48.0, 40.0]","[36.0, 40.0]",80,80,26,corridor_closes,"[58.0, 82.0]",4.0,0.18,10,8.0,R2,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[48.0, 40.0]","[36.0, 40.0]",80,80,26,corridor_opens,"[58.0, 82.0]",4.0,0.18,10,8.0,R2,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[52.0, 37.0]","[48.0, 37.0]",80,81,27,mud_onset,"[74.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[52.0, 37.0]","[48.0, 37.0]",80,81,27,corridor_closes,"[74.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[52.0, 37.0]","[48.0, 37.0]",80,81,27,corridor_opens,"[74.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[74.0, 37.0]","[62.0, 37.0]",80,82,23,mud_onset,"[74.0, 74.0]",4.0,0.18,10,8.0,R3,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[74.0, 37.0]","[62.0, 37.0]",80,82,23,corridor_closes,"[74.0, 74.0]",4.0,0.18,10,8.0,R3,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[74.0, 37.0]","[62.0, 37.0]",80,82,23,corridor_opens,"[74.0, 74.0]",4.0,0.18,10,8.0,R3,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[62.0, 43.0]","[48.0, 31.0]",80,83,29,mud_onset,"[74.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[62.0, 43.0]","[48.0, 31.0]",80,83,29,corridor_closes,"[74.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[62.0, 43.0]","[48.0, 31.0]",80,83,29,corridor_opens,"[74.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[47.0, 40.0]","[39.0, 53.0]",80,84,30,mud_onset,"[42.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[47.0, 40.0]","[39.0, 53.0]",80,84,30,corridor_closes,"[42.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[47.0, 40.0]","[39.0, 53.0]",80,84,30,corridor_opens,"[42.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[64.0, 37.0]","[48.0, 28.0]",80,85,27,mud_onset,"[58.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[64.0, 37.0]","[48.0, 28.0]",80,85,27,corridor_closes,"[58.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[64.0, 37.0]","[48.0, 28.0]",80,85,27,corridor_opens,"[58.0, 82.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[50.0, 34.0]","[44.0, 16.0]",80,86,24,mud_onset,"[50.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[50.0, 34.0]","[44.0, 16.0]",80,86,24,corridor_closes,"[50.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[50.0, 34.0]","[44.0, 16.0]",80,86,24,corridor_opens,"[50.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[62.0, 37.0]","[48.0, 43.0]",80,87,23,mud_onset,"[74.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[62.0, 37.0]","[48.0, 43.0]",80,87,23,corridor_closes,"[74.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[62.0, 37.0]","[48.0, 43.0]",80,87,23,corridor_opens,"[74.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_000130
"[0.0, 1.0]",9.0,2.0,"[50.0, 40.0]","[38.0, 40.0]",80,88,30,mud_onset,"[74.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[50.0, 40.0]","[38.0, 40.0]",80,88,30,corridor_closes,"[74.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[50.0, 40.0]","[38.0, 40.0]",80,88,30,corridor_opens,"[74.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[50.0, 43.0]","[51.0, 76.0]",80,89,28,mud_onset,"[58.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[50.0, 43.0]","[51.0, 76.0]",80,89,28,corridor_closes,"[58.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[50.0, 43.0]","[51.0, 76.0]",80,89,28,corridor_opens,"[58.0, 90.0]",4.0,0.18,10,8.0,R1,0.95,00000_001939
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 52.0]","[37.51471710205078, 43.51471710205078]",80,90,34,mud_onset,"[26.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_001939
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 52.0]","[37.51471710205078, 43.51471710205078]",80,90,34,corridor_closes,"[26.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_001939
"[-0.7071067690849304, 0.7071067690849304]",9.0,2.0,"[46.0, 52.0]","[37.51471710205078, 43.51471710205078]",80,90,34,corridor_opens,"[26.0, 74.0]",4.0,0.18,10,8.0,R1,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[50.0, 42.0]","[38.0, 42.0]",80,91,30,mud_onset,"[74.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[50.0, 42.0]","[38.0, 42.0]",80,91,30,corridor_closes,"[74.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[50.0, 42.0]","[38.0, 42.0]",80,91,30,corridor_opens,"[74.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[50.0, 40.0]","[38.0, 40.0]",80,92,30,mud_onset,"[74.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[50.0, 40.0]","[38.0, 40.0]",80,92,30,corridor_closes,"[74.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[50.0, 40.0]","[38.0, 40.0]",80,92,30,corridor_opens,"[74.0, 90.0]",4.0,0.18,10,8.0,R2,0.95,00000_001939
"[0.0, 1.0]",9.0,2.0,"[50.0, 42.0]","[38.0, 42.0]",80,93,28,mud_onset,"[74.0, 74.0]",4.0,0.18,10,8.0,R2,0.95,00000_001939
